13098 	 5814
20251 	 5098
4372 	 3631
771 	 2560
19570 	 4204
18180 	 10028
6029 	 2123
6029 	 7357
4223 	 14893
6029 	 2977
18074 	 10996
656 	 7961
13098 	 17634
15114 	 224
18078 	 4204
18230 	 1119
2334 	 14723
11493 	 8360
13098 	 17373
2545 	 19361
2852 	 18176
3262 	 20097
935 	 3910
13098 	 1006
4742 	 11241
656 	 3910
4316 	 8470
3262 	 16902
19385 	 19423
19940 	 17059
4114 	 19650
3910 	 4130
935 	 17391
4114 	 4377
6029 	 7892
18074 	 1224
3699 	 17031
18074 	 2221
7637 	 17824
4378 	 8325
3697 	 4658
18230 	 4668
3370 	 17838
14705 	 7659
5840 	 12719
3370 	 5840
4509 	 804
13098 	 3260
1456 	 8476
4317 	 11021
658 	 16367
20251 	 2688
2517 	 18511
3168 	 2334
19570 	 3390
3260 	 17634
1010 	 20113
4114 	 4742
4317 	 17103
137 	 661
4114 	 4922
4572 	 1495
2334 	 1502
19570 	 19449
4371 	 4374
14499 	 935
20251 	 1035
102 	 13951
935 	 2334
2545 	 2053
4316 	 14499
2335 	 5840
